x,y,label
0.30471707975443135,0.28911939868998415,0
-1.0399841062404955,0.6312882258385404,0
0.7504511958064572,-1.4571558198556664,0
0.9405647163912139,-0.31967121635730134,0
-1.9510351886538364,-0.4703726542927955,0
-1.302179506862318,-0.6388778482433419,0
0.12784040316728537,-0.27514225122668373,0
-0.3162425923435822,1.4949413112343959,0
-0.016801157504288795,-0.8658311156932432,0
-0.85304392757358,0.9682783545914808,0
0.8793979748628286,-1.6828697716158048,0
0.7777919354289483,-0.33488502998577485,0
0.06603069756121605,0.1627530651050056,0
1.1272412069680329,0.5862223313592781,0
0.4675093422520456,0.711226579792855,0
-0.8592924628832382,0.7933472351999252,0
0.36875078408249884,-0.3487250722484376,0
-0.9588826008289989,-0.46235179266456716,0
0.8784503013072725,0.8579758812571538,0
-0.049925910986252896,-0.1913043248816149,0
-0.18486236354526056,-1.2756863233379219,0
-0.6809295444039414,-1.1332872140034806,0
1.2225413386740303,-0.9194522860016113,0
-0.15452948206880215,0.49716074405376404,0
-0.4283278221631072,0.14242573607056525,0
-0.3521335504882296,0.6904853540677682,0
0.5323091855533487,-0.42725264633653426,0
0.36544406436407834,0.15853969107671423,0
0.4127326115959884,0.6255903939673367,0
0.43082100300788273,-0.3093465397202384,0
2.1416476008704612,0.45677523755741145,0
-0.4064150163846156,-0.6619259410666513,0
-0.5122427290715373,-0.3630538465650718,0
-0.8137727282478777,-0.3817378939983291,0
0.6159794225754956,-1.1958396455890397,0
1.1289722927208916,0.4869724807855818,0
-0.11394745765487507,-0.46940234020272387,0
-0.840156476962528,0.01249411872768743,0
-0.8244812156912396,0.48074665890590895,0
0.6505927878247011,0.4465311760299441,0
0.7432541712034423,0.6653851089727862,0
0.543154268305195,-0.09848548450942361,0
-0.6655097072886943,-0.42329831204415375,0
0.23216132306671977,-0.07971821090639905,0
0.11668580914072822,-1.6873344339580298,0
0.21868859672901295,-1.4471124724230873,0
0.8714287779481898,-1.3226996123544024,0
0.22359554877468227,-0.9972468276014818,0
0.6789135630718949,0.3997742267234366,0
0.06757906948889146,-0.9054790553600608,0
9.79760988437856,0.0,0
11.809768482469803,1.52270102808125,0
10.965499014330605,2.875492464729355,0
10.335743404639492,4.184478746253679,0
9.016479582303102,5.077986696925877,0
7.867256885115564,5.871486409351838,0
6.672871305934333,6.462315486649589,0
7.299698384863617,9.153532251519474,0
5.37434623918039,8.865546254450033,0
3.888790046083476,8.784844452756449,0
2.821907579329383,9.507943017320496,0
1.7137292025136313,10.600021071899882,0
0.30546173783970054,9.525421825647786,0
-1.1109713199520106,11.516379915261227,0
-2.509047828215935,10.992856794350551,0
-3.8537175786000977,10.47179559343144,0
-4.7624233396951405,9.128673925416624,0
-6.2257314575229,8.92505420999518,0
-7.228776765851426,7.95968659724528,0
-8.337482830263712,7.097802616936401,0
-7.755108287245587,5.0480160840674655,0
-9.232608384319072,4.446189863277651,0
-8.659984235678207,2.875312866723026,0
-10.288676049216516,2.0037194811059025,0
-9.969058966036657,0.640034821138218,0
-9.41419028001258,-0.604411069545958,0
-9.138520802403956,-1.7797267668528325,0
-10.214624098370669,-3.391488864123096,0
-8.569816672326146,-4.1270061972258665,0
-9.868789444449744,-6.423870048054668,0
-8.180353594492898,-6.964036548261198,0
-6.750310647532473,-7.432842226118703,0
-6.163267733301926,-8.835507764146346,0
-4.194487602718364,-8.040047446069646,0
-4.1014440543333075,-11.144948455323718,0
-2.3246562393234553,-10.18498445808699,0
-1.0896890481844719,-11.29576690506622,0
0.29641907917494487,-9.243438429572475,0
1.669410910857074,-10.325896767580996,0
2.979607310219266,-10.039285739573712,0
4.781899671241724,-10.8023946530242,0
5.554671835133943,-9.163012186237745,0
6.497055655270231,-8.147050103296042,0
7.040489533101458,-6.818333886177859,0
8.009894329989875,-5.97793950110593,0
9.202883146093436,-5.182967228245975,0
9.562753978758076,-3.8715300112620934,0
8.76836952889476,-2.299337264573968,0
11.38463436116549,-1.4678860531269717,0
11.6884823155193,-2.862852490918231e-15,0
4.280498177997222,0.0,1
5.09778808495921,0.3239739663355651,1
4.183223709275129,0.5338595532328452,1
5.247898466663513,1.0114495256751255,1
4.416234557296928,1.1458545462012881,1
5.053281270174611,1.659657616542926,1
5.0633087068229505,2.027043029836701,1
4.999770591226292,2.37990121078931,1
3.6836962252960785,2.0495535369381424,1
4.906210532999168,3.1530300553308037,1
3.5918499895945812,2.6446231173803367,1
3.12149713399919,2.6192470938596566,1
3.698067388870817,3.5261001331206154,1
3.2173861673423905,3.48331970319346,1
3.568662939641138,4.3926626076426025,1
3.2578913403687735,4.57506823290707,1
2.4433092725738756,3.9378636839130468,1
2.789137942010386,5.205686207413114,1
1.9033633270344619,4.167784328601311,1
1.7951784718784138,4.698870471432616,1
1.339684002837637,4.308452243205174,1
1.3843970133680843,5.7065622129510665,1
0.7517604057734176,4.2634451219712135,1
0.4533084240238148,4.064621659874769,1
0.23173316666341323,4.8646778419552,1
-0.09495384495894638,5.9839978135659,1
-0.4583305971889163,5.765164586755734,1
-0.7823354115313411,5.441262305968745,1
-1.1841071562494079,5.659029523142427,1
-1.5420555215778127,5.577651709768799,1
-1.647675747633312,4.760646425582963,1
-1.7894958012518722,4.272214211595367,1
-2.46191634165724,4.96741176285926,1
-2.6616612631677623,4.610132540344519,1
-2.6296332815480232,3.9524717405621725,1
-2.536858607130011,3.3333933014142207,1
-3.5975293217626154,4.151770159235451,1
-3.174118472693955,3.224884845346081,1
-4.377404872866152,3.9163519381690186,1
-3.523043711421485,2.7705521975914413,1
-3.496931993943505,2.407461648333748,1
-4.858095427365047,2.908557145335076,1
-3.827830863297084,1.973383965394052,1
-3.9928922562339646,1.7474704191686945,1
-4.885241655580024,1.7780825498284722,1
-5.516244160804995,1.619715427128914,1
-4.284935595771373,0.9677953828688106,1
-4.56260688010247,0.7300687309369839,1
-5.529657068175464,0.5280182291541984,1
-5.94066047482183,0.18857982242772492,1
-4.998964338008932,-0.15868670010341449,1
-4.268379537328657,-0.4075808276844814,1
-3.977278019599299,-0.6364094897185645,1
-4.349745812339092,-0.9824334157995414,1
-4.090936877922883,-1.201207448296728,1
-5.032352193154771,-1.8316264066525787,1
